date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:42:17	67416/67416	---M--	200	added ('OK')	image/jpeg	date:Thu,%2022%20Apr%202021%2008:38:05%20GMT	https://www.factor23.com/cms_public_file/3/e19729664f207184f68e57baa6f5dc7e_30731_sport_zenzero_thumb.jpg	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/cms_public_file/3/e19729664f207184f68e57baa6f5dc7e_30731_sport_zenzero_thumb.jpg	(from https://www.factor23.com/it/magazine)
10:42:19	59074/59074	---MC-	200	added ('OK')	text/html	date:Wed,%2003%20Aug%202022%2008:42:18GMT	https://www.factor23.com/microbiota-sportivi-ricerca	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/microbiota-sportivi-ricerca.html	(from https://www.factor23.com/it/magazine)
10:42:19	60781/60781	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Apr%202021%2014:31:14%20GMT	https://www.factor23.com/cms_public_file/3/23a72de978539e56826096ff5185e238_30725_miscobiota_sportivi_thumb.jpg	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/cms_public_file/3/23a72de978539e56826096ff5185e238_30725_miscobiota_sportivi_thumb.jpg	(from https://www.factor23.com/it/magazine)
10:42:21	57591/57591	---MC-	200	added ('OK')	text/html	date:Wed,%2003%20Aug%202022%2008:42:20GMT	https://www.factor23.com/proteine-vegetali	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/proteine-vegetali.html	(from https://www.factor23.com/it/magazine)
10:42:21	301940/301940	---M--	200	added ('OK')	image/jpeg	date:Wed,%2007%20Apr%202021%2013:15:49%20GMT	https://www.factor23.com/cms_public_file/3/cb95fbe6b06ffe5fe05588fd1283f7fc_30719_proteine_vegetali_thumb.jpg	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/cms_public_file/3/cb95fbe6b06ffe5fe05588fd1283f7fc_30719_proteine_vegetali_thumb.jpg	(from https://www.factor23.com/it/magazine)
10:42:23	58184/58184	---MC-	200	added ('OK')	text/html	date:Wed,%2003%20Aug%202022%2008:42:22GMT	https://www.factor23.com/omega-3-sportivi	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/omega-3-sportivi.html	(from https://www.factor23.com/it/magazine)
10:42:24	163778/163778	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Mar%202021%2015:02:45%20GMT	https://www.factor23.com/cms_public_file/3/5944e25969b8d9be01771b7a1a145b88_30713_omega3_thumb.jpg	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/cms_public_file/3/5944e25969b8d9be01771b7a1a145b88_30713_omega3_thumb.jpg	(from https://www.factor23.com/it/magazine)
10:42:25	61065/61065	---MC-	200	added ('OK')	text/html	date:Wed,%2003%20Aug%202022%2008:42:24GMT	https://www.factor23.com/cronobiologia-allenamento-sport	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/cronobiologia-allenamento-sport.html	(from https://www.factor23.com/it/magazine)
10:42:26	250731/250731	---M--	200	added ('OK')	image/jpeg	date:Wed,%2017%20Mar%202021%2015:00:33%20GMT	https://www.factor23.com/cms_public_file/3/71196d5a670809a37b8a25d968788265_30698_cronobiologia_thumb.jpg	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/cms_public_file/3/71196d5a670809a37b8a25d968788265_30698_cronobiologia_thumb.jpg	(from https://www.factor23.com/it/magazine)
10:42:27	58698/58698	---MC-	200	added ('OK')	text/html	date:Wed,%2003%20Aug%202022%2008:42:26GMT	https://www.factor23.com/alimentazione-sonno-sportivi	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/alimentazione-sonno-sportivi.html	(from https://www.factor23.com/it/magazine)
10:42:27	217482/217482	---M--	200	added ('OK')	image/jpeg	date:Wed,%2010%20Mar%202021%2015:17:27%20GMT	https://www.factor23.com/cms_public_file/3/f134932dd34b5b946f031bbac52843ae_30690_sonno_thumb.jpg	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/cms_public_file/3/f134932dd34b5b946f031bbac52843ae_30690_sonno_thumb.jpg	(from https://www.factor23.com/it/magazine)
10:42:29	59976/59976	---MC-	200	added ('OK')	text/html	date:Wed,%2003%20Aug%202022%2008:42:28GMT	https://www.factor23.com/curcuma-importante-sportivi	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/curcuma-importante-sportivi.html	(from https://www.factor23.com/it/magazine)
10:42:29	156418/156418	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Mar%202021%2014:53:55%20GMT	https://www.factor23.com/cms_public_file/3/1d65dd0d42d8d20374439b3260472d98_30683_curcuma_thumb.jpg	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/cms_public_file/3/1d65dd0d42d8d20374439b3260472d98_30683_curcuma_thumb.jpg	(from https://www.factor23.com/it/magazine)
10:42:31	55698/55698	---MC-	200	added ('OK')	text/html	date:Wed,%2003%20Aug%202022%2008:42:30GMT	https://www.factor23.com/factor-23-articolo-scifondo	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/factor-23-articolo-scifondo.html	(from https://www.factor23.com/it/magazine)
10:42:32	221471/221471	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Feb%202021%2009:37:45%20GMT	https://www.factor23.com/cms_public_file/3/476b426aad12471fb9f840a0c384c402_30676_scifondo_thumb_copia.jpg	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/cms_public_file/3/476b426aad12471fb9f840a0c384c402_30676_scifondo_thumb_copia.jpg	(from https://www.factor23.com/it/magazine)
10:42:33	0/-1	---M--	302	error ('')			https://www.factor23.com/manifest.json	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/manifest.bc.delayed	(from https://www.factor23.com/it/privacy?p=privacy)
10:42:33	0/-1	---M--	302	error ('')			https://www.factor23.com/it/dati-personali	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/it/dati-personali.bd.delayed	(from https://www.factor23.com/it/privacy?p=privacy)
10:42:33	0/-1	---M--	302	error ('')			https://www.factor23.com/manifest.json	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/manifest.be.delayed	(from https://www.factor23.com/it/attivazione-utente?red=/it/dati-personali)
10:42:33	0/-1	---M--	302	error ('')			https://www.factor23.com/manifest.json	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/manifest.bf.delayed	(from https://www.factor23.com/it/attivazione-utente)
10:42:33	0/-1	---M--	302	error ('')			https://www.factor23.com/manifest.json	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/manifest.c0.delayed	(from https://www.factor23.com/it/faq)
10:42:33	0/-1	---M--	302	error ('')			https://www.factor23.com/it/dati-personali	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/it/dati-personali.c1.delayed	(from https://www.factor23.com/it/faq)
10:42:33	47651/47651	---MC-	200	added ('OK')	text/html	date:Wed,%2003%20Aug%202022%2008:42:32GMT	https://www.factor23.com/it/privacy	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/it/privacy.html	(from https://www.factor23.com/it/privacy?p=privacy)
10:42:33	460/460	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2019%20Dec%202019%2009:24:25%20GMT	https://www.factor23.com/sincmstemplate/content/f23/assets/js/faq.js	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/sincmstemplate/content/f23/assets/js/faq.js	(from https://www.factor23.com/it/faq)
10:42:34	0/-1	---M--	302	error ('')			https://www.factor23.com/manifest.json	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/manifest.c3.delayed	(from https://www.factor23.com/it/privacy?p=newsletter)
10:42:34	0/-1	---M--	302	error ('')			https://www.factor23.com/it/dati-personali	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/it/dati-personali.c4.delayed	(from https://www.factor23.com/it/privacy?p=newsletter)
10:42:34	0/-1	---M--	302	error ('')			https://www.factor23.com/manifest.json	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/manifest.c5.delayed	(from https://www.factor23.com/it/privacy?p=tec)
10:42:34	0/-1	---M--	302	error ('')			https://www.factor23.com/it/dati-personali	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/it/dati-personali.c6.delayed	(from https://www.factor23.com/it/privacy?p=tec)
10:42:35	0/-1	---M--	302	error ('')			https://www.factor23.com/manifest.json	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/manifest.c8.delayed	(from https://www.factor23.com/proprieta-benefiche-zenzero)
10:42:35	0/-1	---M--	302	error ('')			https://www.factor23.com/it/dati-personali	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/it/dati-personali.c9.delayed	(from https://www.factor23.com/proprieta-benefiche-zenzero)
10:42:35	170441/170441	---M--	200	added ('OK')	image/jpeg	date:Thu,%2022%20Apr%202021%2008:38:06%20GMT	https://www.factor23.com/cms_public_file/3/f61ee5a8b103c209ce22e0ac4e854c1f_30733_sport_zenzero_big.jpg	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/cms_public_file/3/f61ee5a8b103c209ce22e0ac4e854c1f_30733_sport_zenzero_big.jpg	(from https://www.factor23.com/proprieta-benefiche-zenzero)
10:42:36	184941/184941	---M--	200	added ('OK')	image/jpeg	date:Thu,%2022%20Apr%202021%2008:38:05%20GMT	https://www.factor23.com/cms_public_file/3/5050b69dbe285611c029cda5f707c65f_30732_sport_zenzero_big.jpg	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/cms_public_file/3/5050b69dbe285611c029cda5f707c65f_30732_sport_zenzero_big.jpg	(from https://www.factor23.com/proprieta-benefiche-zenzero)
10:42:37	126772/126772	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Apr%202021%2014:31:15%20GMT	https://www.factor23.com/cms_public_file/3/ab2989af54562003ab649641c687a2b2_30727_microbiota_sport_big.jpg	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/cms_public_file/3/ab2989af54562003ab649641c687a2b2_30727_microbiota_sport_big.jpg	(from https://www.factor23.com/microbiota-sportivi-ricerca)
10:42:37	0/-1	---M--	302	error ('')			https://www.factor23.com/manifest.json	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/manifest.cc.delayed	(from https://www.factor23.com/microbiota-sportivi-ricerca)
10:42:37	0/-1	---M--	302	error ('')			https://www.factor23.com/it/dati-personali	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/it/dati-personali.cd.delayed	(from https://www.factor23.com/microbiota-sportivi-ricerca)
10:42:37	112234/112234	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Apr%202021%2014:31:14%20GMT	https://www.factor23.com/cms_public_file/3/8572d28b3124e39979d0e066ba39e342_30726_microbiota_sport_big.jpg	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/cms_public_file/3/8572d28b3124e39979d0e066ba39e342_30726_microbiota_sport_big.jpg	(from https://www.factor23.com/microbiota-sportivi-ricerca)
10:42:39	140597/140597	---M--	200	added ('OK')	image/jpeg	date:Wed,%2007%20Apr%202021%2013:15:50%20GMT	https://www.factor23.com/cms_public_file/3/4d7b1fcde3a634b49be678851d70c808_30721_proteine_vegetali_big.jpg	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/cms_public_file/3/4d7b1fcde3a634b49be678851d70c808_30721_proteine_vegetali_big.jpg	(from https://www.factor23.com/proteine-vegetali)
10:42:39	0/-1	---M--	302	error ('')			https://www.factor23.com/manifest.json	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/manifest.d0.delayed	(from https://www.factor23.com/proteine-vegetali)
10:42:39	0/-1	---M--	302	error ('')			https://www.factor23.com/it/dati-personali	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/it/dati-personali.d1.delayed	(from https://www.factor23.com/proteine-vegetali)
10:42:40	124947/124947	---M--	200	added ('OK')	image/jpeg	date:Wed,%2007%20Apr%202021%2013:15:50%20GMT	https://www.factor23.com/cms_public_file/3/f876c99ea526ad464a1035d6f15870a4_30720_proteine_vegetali_big.jpg	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/cms_public_file/3/f876c99ea526ad464a1035d6f15870a4_30720_proteine_vegetali_big.jpg	(from https://www.factor23.com/proteine-vegetali)
10:42:40	74509/74509	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Mar%202021%2015:02:45%20GMT	https://www.factor23.com/cms_public_file/3/8d04c34f20fce8dc8ef828a4b498ad76_30715_omega3_big.jpg	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/cms_public_file/3/8d04c34f20fce8dc8ef828a4b498ad76_30715_omega3_big.jpg	(from https://www.factor23.com/omega-3-sportivi)
10:42:41	0/-1	---M--	302	error ('')			https://www.factor23.com/manifest.json	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/manifest.d4.delayed	(from https://www.factor23.com/omega-3-sportivi)
10:42:41	0/-1	---M--	302	error ('')			https://www.factor23.com/it/dati-personali	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/it/dati-personali.d5.delayed	(from https://www.factor23.com/omega-3-sportivi)
10:42:41	62458/62458	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Mar%202021%2015:02:45%20GMT	https://www.factor23.com/cms_public_file/3/2ecc20a19cd19c2eafec7050fe132905_30714_omega3_big.jpg	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/cms_public_file/3/2ecc20a19cd19c2eafec7050fe132905_30714_omega3_big.jpg	(from https://www.factor23.com/omega-3-sportivi)
10:42:43	142926/142926	---M--	200	added ('OK')	image/jpeg	date:Wed,%2017%20Mar%202021%2015:09:26%20GMT	https://www.factor23.com/cms_public_file/3/884b8a0600ed38a64fd2139ad6363d56_30709_cronobiologia_big.jpg	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/cms_public_file/3/884b8a0600ed38a64fd2139ad6363d56_30709_cronobiologia_big.jpg	(from https://www.factor23.com/cronobiologia-allenamento-sport)
10:42:43	0/-1	---M--	302	error ('')			https://www.factor23.com/manifest.json	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/manifest.d8.delayed	(from https://www.factor23.com/cronobiologia-allenamento-sport)
10:42:43	0/-1	---M--	302	error ('')			https://www.factor23.com/it/dati-personali	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/it/dati-personali.d9.delayed	(from https://www.factor23.com/cronobiologia-allenamento-sport)
10:42:43	129433/129433	---M--	200	added ('OK')	image/jpeg	date:Wed,%2017%20Mar%202021%2015:05:05%20GMT	https://www.factor23.com/cms_public_file/3/b6e7079aa05c870f87c072eaf5269d51_30706_cronobiologia_big.jpg	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/cms_public_file/3/b6e7079aa05c870f87c072eaf5269d51_30706_cronobiologia_big.jpg	(from https://www.factor23.com/cronobiologia-allenamento-sport)
10:42:44	83350/83350	---M--	200	added ('OK')	image/jpeg	date:Wed,%2017%20Mar%202021%2015:05:05%20GMT	https://www.factor23.com/cms_public_file/3/6ec6c1ee56bacb3ba95928c0d25a5836_30705_cronobiologia_big.jpg	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/cms_public_file/3/6ec6c1ee56bacb3ba95928c0d25a5836_30705_cronobiologia_big.jpg	(from https://www.factor23.com/cronobiologia-allenamento-sport)
10:42:46	0/-1	---M--	302	error ('')			https://www.factor23.com/manifest.json	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/manifest.dd.delayed	(from https://www.factor23.com/alimentazione-sonno-sportivi)
10:42:46	0/-1	---M--	302	error ('')			https://www.factor23.com/it/dati-personali	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/it/dati-personali.de.delayed	(from https://www.factor23.com/alimentazione-sonno-sportivi)
10:42:46	235770/235770	---M--	200	added ('OK')	image/jpeg	date:Wed,%2010%20Mar%202021%2015:17:27%20GMT	https://www.factor23.com/cms_public_file/3/3c4d32a36a4efa65ca227a9cb5d5b94d_30693_sonno_thumb.jpg	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/cms_public_file/3/3c4d32a36a4efa65ca227a9cb5d5b94d_30693_sonno_thumb.jpg	(from https://www.factor23.com/alimentazione-sonno-sportivi)
10:42:46	93943/93943	---M--	200	added ('OK')	image/jpeg	date:Wed,%2010%20Mar%202021%2015:17:27%20GMT	https://www.factor23.com/cms_public_file/3/ad83d15dd128f9c141e701ace633eb65_30692_sonno_big.jpg	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/cms_public_file/3/ad83d15dd128f9c141e701ace633eb65_30692_sonno_big.jpg	(from https://www.factor23.com/alimentazione-sonno-sportivi)
10:42:47	63816/63816	---M--	200	added ('OK')	image/jpeg	date:Wed,%2010%20Mar%202021%2015:17:27%20GMT	https://www.factor23.com/cms_public_file/3/beb5610c69f56720ad5e907569eb7cc5_30691_sonno_big.jpg	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/cms_public_file/3/beb5610c69f56720ad5e907569eb7cc5_30691_sonno_big.jpg	(from https://www.factor23.com/alimentazione-sonno-sportivi)
10:42:49	0/-1	---M--	302	error ('')			https://www.factor23.com/manifest.json	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/manifest.e2.delayed	(from https://www.factor23.com/curcuma-importante-sportivi)
10:42:49	0/-1	---M--	302	error ('')			https://www.factor23.com/it/dati-personali	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/it/dati-personali.e3.delayed	(from https://www.factor23.com/curcuma-importante-sportivi)
10:42:49	184299/184299	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Mar%202021%2014:53:55%20GMT	https://www.factor23.com/cms_public_file/3/8de4c3d410e2448e6a1ac22303d3d8df_30685_curcuma_thumb.jpg	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/cms_public_file/3/8de4c3d410e2448e6a1ac22303d3d8df_30685_curcuma_thumb.jpg	(from https://www.factor23.com/curcuma-importante-sportivi)
10:42:50	186857/186857	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Mar%202021%2014:53:55%20GMT	https://www.factor23.com/cms_public_file/3/abff6a9c46be8d82528d0f5e7d9de842_30684_curcuma_big.jpg	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/cms_public_file/3/abff6a9c46be8d82528d0f5e7d9de842_30684_curcuma_big.jpg	(from https://www.factor23.com/curcuma-importante-sportivi)
10:42:51	0/-1	---M--	302	error ('')			https://www.factor23.com/manifest.json	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/manifest.e6.delayed	(from https://www.factor23.com/factor-23-articolo-scifondo)
10:42:51	0/-1	---M--	302	error ('')			https://www.factor23.com/it/dati-personali	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/it/dati-personali.e7.delayed	(from https://www.factor23.com/factor-23-articolo-scifondo)
10:42:51	610822/610822	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Feb%202021%2009:37:46%20GMT	https://www.factor23.com/cms_public_file/3/a8a37c55587e5000180a27273ff0e4b6_30679_social_scifondo.jpg	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/cms_public_file/3/a8a37c55587e5000180a27273ff0e4b6_30679_social_scifondo.jpg	(from https://www.factor23.com/factor-23-articolo-scifondo)
10:42:51	443636/443636	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Feb%202021%2009:37:46%20GMT	https://www.factor23.com/cms_public_file/3/b2003523e84319992077936b134cf8ac_30678_scifondo_big.jpg	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/cms_public_file/3/b2003523e84319992077936b134cf8ac_30678_scifondo_big.jpg	(from https://www.factor23.com/factor-23-articolo-scifondo)
10:42:53	0/-1	---M--	302	error ('')			https://www.factor23.com/manifest.json	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/manifest.ea.delayed	(from https://www.factor23.com/it/privacy)
10:42:53	0/-1	---M--	302	error ('')			https://www.factor23.com/it/dati-personali	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/it/dati-personali.eb.delayed	(from https://www.factor23.com/it/privacy)
10:42:53	158590/158590	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Feb%202021%2009:37:46%20GMT	https://www.factor23.com/cms_public_file/3/af73567debe579bb2189e2b66cc8fde2_30677_SF231_x_web_44_n.jpg	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/cms_public_file/3/af73567debe579bb2189e2b66cc8fde2_30677_SF231_x_web_44_n.jpg	(from https://www.factor23.com/factor-23-articolo-scifondo)
10:42:54	381/381	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2003%20Aug%202022%2008:42:53%20GMT	https://www.factor23.com/sincmstemplate/content/f23/assets/video/home/web_gl_globe.mp4	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/sincmstemplate/content/f23/assets/video/home/web_gl_globe.mp4	(from https://www.factor23.com/it/home)
10:42:56	58072/58072	UR-MCZ	200	added ('OK')	application/javascript	date:Mon,%2025%20Jan%202021%2022:04:08%20GMT	https://stackpath.bootstrapcdn.com/bootstrap/4.3.1/js/bootstrap.min.js	/home/riccardo/httrack-websites/factor23.com/stackpath.bootstrapcdn.com/bootstrap/4.3.1/js/bootstrap.min.js	(from https://www.factor23.com/it/home)
10:43:03	0/0	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2003%20Aug%202022%2008:42:53%20GMT	https://code.jquery.com/jquery-3.4.1.min.js	/home/riccardo/httrack-websites/factor23.com/code.jquery.com/jquery-3.4.1.min.js	(from https://www.factor23.com/it/home)
10:43:03	596654/596654	UR-MCZ	200	added ('OK')	text/javascript	date:Wed,%2030%20Oct%202019%2015:36:57%20GMT	https://www.factor23.com/sincmstemplate/content/f23/assets/js/plugins.js	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/sincmstemplate/content/f23/assets/js/plugins.js	(from https://www.factor23.com/it/home)
10:43:04	381/381	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2003%20Aug%202022%2008:43:03%20GMT	https://www.factor23.com/cms_public_file/3/660b6dc1205fb383416188bc0866547b_30394_cristina_tasselli.jpg	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/cms_public_file/3/660b6dc1205fb383416188bc0866547b_30394_cristina_tasselli.jpg	(from https://www.factor23.com/it/atleti)
10:43:04	381/381	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2003%20Aug%202022%2008:43:03%20GMT	https://www.factor23.com/cms_public_file/3/9fa72a79eee509fd90b7758e0fdba469_30400_olga_cappiello.jpg	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/cms_public_file/3/9fa72a79eee509fd90b7758e0fdba469_30400_olga_cappiello.jpg	(from https://www.factor23.com/it/atleti)
10:43:05	1025638/1025638	UR-MCZ	200	added ('OK')	text/javascript	date:Tue,%2021%20Jan%202020%2010:42:49%20GMT	https://www.factor23.com/sincmstemplate/content/f23/assets/js/particles_effect.js	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/sincmstemplate/content/f23/assets/js/particles_effect.js	(from https://www.factor23.com/it/home)
10:43:05	381/381	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2003%20Aug%202022%2008:43:04%20GMT	https://www.factor23.com/cms_public_file/3/c17781fc290ed1f75ae2076e540e3385_30408_Giovanni_Devoti.jpg	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/cms_public_file/3/c17781fc290ed1f75ae2076e540e3385_30408_Giovanni_Devoti.jpg	(from https://www.factor23.com/it/atleti)
10:43:05	381/381	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2003%20Aug%202022%2008:43:04%20GMT	https://www.factor23.com/cms_public_file/3/e52837cff20426457a0db179d98b095a_30561_Francesco_Ferrari.jpg	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/cms_public_file/3/e52837cff20426457a0db179d98b095a_30561_Francesco_Ferrari.jpg	(from https://www.factor23.com/it/atleti)
10:43:06	381/381	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2003%20Aug%202022%2008:43:05%20GMT	https://www.factor23.com/cms_public_file/3/d31284f0bae5090f2ddd248ced9d9c0b_30406_Colangelo_mirko.jpg	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/cms_public_file/3/d31284f0bae5090f2ddd248ced9d9c0b_30406_Colangelo_mirko.jpg	(from https://www.factor23.com/it/atleti)
10:43:06	381/381	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2003%20Aug%202022%2008:43:05%20GMT	https://www.factor23.com/cms_public_file/3/834a1b5629bc8e37136c02ca7fd2b3f0_30414_muraro_carlo.jpg	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/cms_public_file/3/834a1b5629bc8e37136c02ca7fd2b3f0_30414_muraro_carlo.jpg	(from https://www.factor23.com/it/atleti)
10:43:06	381/381	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2003%20Aug%202022%2008:43:06%20GMT	https://www.factor23.com/cms_public_file/3/112a0b48c2d8d4d771e17c3534501a98_30410_Mariagrazia_Braca.jpg	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/cms_public_file/3/112a0b48c2d8d4d771e17c3534501a98_30410_Mariagrazia_Braca.jpg	(from https://www.factor23.com/it/atleti)
10:43:08	381/381	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2003%20Aug%202022%2008:43:07%20GMT	https://www.factor23.com/cms_public_file/3/a67cdb8a8fc35b690076100b184ab114_30630_athletes_before.jpg	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/cms_public_file/3/a67cdb8a8fc35b690076100b184ab114_30630_athletes_before.jpg	(from https://www.factor23.com/it/atleti)
10:43:08	381/381	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2003%20Aug%202022%2008:43:07%20GMT	https://www.factor23.com/cms_public_file/3/3ef0f658ed22e4b6d98e39ae9eb8af77_30631_athletes_after.jpg	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/cms_public_file/3/3ef0f658ed22e4b6d98e39ae9eb8af77_30631_athletes_after.jpg	(from https://www.factor23.com/it/atleti)
10:43:08	381/381	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2003%20Aug%202022%2008:43:07%20GMT	https://www.factor23.com/sincmstemplate/content/f23/assets/images/kits/kit-highlight-img.png	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/sincmstemplate/content/f23/assets/images/kits/kit-highlight-img.png	(from https://www.factor23.com/it/kit)
10:43:09	381/381	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2003%20Aug%202022%2008:43:08%20GMT	https://www.factor23.com/cms_public_file/3/524712560ba843388ebacd4901260707_30440_02.png	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/cms_public_file/3/524712560ba843388ebacd4901260707_30440_02.png	(from https://www.factor23.com/it/kit)
10:43:09	381/381	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2003%20Aug%202022%2008:43:08%20GMT	https://www.factor23.com/cms_public_file/3/a2ab55f3e81aa14ddcd5c71a0b0224cd_30442_03.png	/home/riccardo/httrack-websites/factor23.com/www.factor23.com/cms_public_file/3/a2ab55f3e81aa14ddcd5c71a0b0224cd_30442_03.png	(from https://www.factor23.com/it/kit)
